carat,cut,color,clarity,depth,table,price,'x','y','z'
0.77,b'Ideal',b'F',b'SI2',62.0,56.0,2107.0,5.92,5.86,3.65
0.71,b'Very Good',b'G',b'SI2',63.2,59.0,2107.0,5.6,5.64,3.55
0.7,b'Very Good',b'H',b'SI1',62.2,56.0,2107.0,5.64,5.67,3.52
0.7,b'Very Good',b'H',b'SI1',61.5,57.0,2107.0,5.64,5.68,3.48
0.7,b'Very Good',b'H',b'SI1',61.0,58.0,2107.0,5.67,5.7,3.47
0.7,b'Very Good',b'H',b'SI1',62.7,56.0,2107.0,5.6,5.62,3.52
0.7,b'Premium',b'F',b'SI2',61.9,62.0,2107.0,5.69,5.66,3.51
0.7,b'Premium',b'F',b'SI2',61.7,62.0,2107.0,5.69,5.65,3.5
0.7,b'Ideal',b'J',b'VS1',61.4,55.0,2107.0,5.72,5.75,3.53
0.7,b'Ideal',b'H',b'SI1',61.1,58.0,2107.0,5.69,5.7,3.48
0.7,b'Ideal',b'H',b'SI1',61.9,57.0,2107.0,5.66,5.69,3.51
0.73,b'Premium',b'H',b'SI1',62.2,57.0,2107.0,5.8,5.77,3.6
0.61,b'Ideal',b'F',b'VS2',62.4,55.0,2108.0,5.45,5.42,3.39
1.01,b'Very Good',b'G',b'I1',63.1,60.0,2108.0,6.42,6.25,3.99
0.72,b'Very Good',b'I',b'VS2',61.8,60.0,2109.0,5.72,5.76,3.55
0.54,b'Ideal',b'F',b'VVS2',61.0,57.0,2109.0,5.26,5.3,3.22
0.6,b'Ideal',b'G',b'VS1',60.2,57.0,2109.0,5.49,5.54,3.32
0.7,b'Good',b'F',b'SI2',60.6,61.0,2109.0,5.71,5.77,3.48
0.7,b'Good',b'F',b'SI2',61.6,61.0,2109.0,5.66,5.68,3.49
0.74,b'Premium',b'G',b'SI2',62.8,57.0,2109.0,5.77,5.73,3.61
0.57,b'Ideal',b'E',b'VS1',61.3,57.0,2110.0,5.34,5.37,3.28
0.7,b'Ideal',b'H',b'SI2',62.1,55.0,2110.0,5.69,5.72,3.54
0.7,b'Ideal',b'H',b'SI2',61.6,54.0,2110.0,5.71,5.75,3.53
0.7,b'Ideal',b'I',b'SI1',61.6,53.0,2110.0,5.73,5.76,3.54
0.7,b'Ideal',b'I',b'SI1',61.9,58.0,2110.0,5.66,5.68,3.51
0.7,b'Ideal',b'I',b'SI1',62.5,55.0,2110.0,5.68,5.71,3.56
0.7,b'Ideal',b'I',b'SI1',62.5,55.0,2110.0,5.7,5.73,3.57
0.51,b'Ideal',b'G',b'VVS1',61.0,57.0,2111.0,5.17,5.16,3.15
0.71,b'Very Good',b'I',b'VS2',59.5,57.0,2111.0,5.85,5.88,3.49
0.75,b'Very Good',b'F',b'SI2',58.6,60.0,2111.0,5.99,6.03,3.52
0.7,b'Ideal',b'I',b'VS2',61.1,57.0,2111.0,5.7,5.75,3.5
0.71,b'Ideal',b'I',b'SI1',62.6,54.0,2111.0,5.68,5.73,3.57
0.52,b'Ideal',b'I',b'IF',60.9,57.0,2111.0,5.17,5.21,3.16
0.7,b'Good',b'E',b'SI1',61.6,61.0,2111.0,5.64,5.66,3.48
0.51,b'Ideal',b'G',b'VVS1',62.6,57.0,2111.0,5.14,5.08,3.2
0.51,b'Ideal',b'G',b'VVS1',62.3,55.0,2111.0,5.14,5.1,3.19
0.51,b'Premium',b'G',b'VVS1',60.1,56.0,2111.0,5.35,5.16,3.16
0.6,b'Very Good',b'E',b'VS1',60.9,58.0,2112.0,5.43,5.48,3.32
0.71,b'Premium',b'H',b'SI1',62.4,59.0,2112.0,5.65,5.6,3.51
0.6,b'Ideal',b'E',b'VS2',62.0,56.0,2112.0,5.4,5.43,3.36
0.71,b'Fair',b'H',b'SI1',65.1,56.0,2112.0,5.63,5.55,3.64
0.72,b'Ideal',b'H',b'SI2',61.4,55.0,2112.0,5.81,5.78,3.56
0.72,b'Ideal',b'J',b'VS1',62.7,57.0,2112.0,5.74,5.71,3.59
1.0,b'Fair',b'I',b'I1',65.4,57.0,2112.0,6.28,6.2,4.08
0.55,b'Premium',b'E',b'VS2',59.7,57.0,2112.0,5.39,5.36,3.21
0.52,b'Very Good',b'G',b'VVS1',61.1,58.0,2113.0,5.19,5.22,3.18
0.54,b'Very Good',b'D',b'VS2',60.7,57.0,2113.0,5.24,5.29,3.2
0.47,b'Ideal',b'E',b'VVS2',61.6,56.0,2113.0,4.97,5.01,3.07
0.47,b'Ideal',b'F',b'VVS1',61.6,56.0,2113.0,5.0,5.02,3.09
0.7,b'Ideal',b'H',b'SI1',62.1,56.0,2113.0,5.74,5.67,3.54
0.64,b'Very Good',b'E',b'VS2',63.4,54.0,2114.0,5.52,5.49,3.49
0.68,b'Very Good',b'G',b'VS1',60.7,58.0,2114.0,5.68,5.75,3.47
0.72,b'Very Good',b'G',b'SI2',60.6,57.0,2114.0,5.79,5.86,3.53
0.72,b'Very Good',b'G',b'SI2',60.6,61.0,2114.0,5.73,5.79,3.49
0.5,b'Very Good',b'D',b'VVS2',61.7,59.0,2115.0,5.02,5.09,3.12
0.72,b'Premium',b'G',b'SI2',62.6,60.0,2115.0,5.7,5.65,3.55
0.54,b'Very Good',b'F',b'VVS2',63.2,54.0,2115.0,5.2,5.18,3.28
0.61,b'Ideal',b'E',b'VS2',59.7,57.0,2115.0,5.57,5.52,3.31
0.75,b'Good',b'G',b'SI2',63.9,62.0,2115.0,5.66,5.61,3.6
0.78,b'Good',b'I',b'SI1',63.1,56.0,2116.0,5.82,5.88,3.69
0.52,b'Ideal',b'E',b'VVS2',62.3,57.0,2116.0,5.12,5.15,3.2
0.55,b'Ideal',b'G',b'VVS1',62.6,56.0,2116.0,5.24,5.27,3.29
0.7,b'Good',b'E',b'SI2',61.0,64.0,2116.0,5.63,5.69,3.45
0.7,b'Fair',b'I',b'VS2',64.7,60.0,2117.0,5.55,5.49,3.57
0.7,b'Very Good',b'G',b'SI1',63.2,58.0,2117.0,5.64,5.6,3.55
0.7,b'Good',b'G',b'SI1',63.8,59.0,2117.0,5.62,5.58,3.57
0.58,b'Ideal',b'F',b'VS1',60.6,55.0,2117.0,5.41,5.48,3.3
0.7,b'Good',b'H',b'SI1',65.0,57.0,2117.0,5.52,5.59,3.61
0.7,b'Good',b'I',b'VS2',63.6,58.0,2117.0,5.59,5.57,3.55
0.56,b'Ideal',b'E',b'VS1',61.8,55.0,2117.0,5.33,5.28,3.28
0.56,b'Ideal',b'E',b'VS1',61.1,56.0,2117.0,5.34,5.29,3.25
0.56,b'Ideal',b'E',b'VS1',61.8,56.0,2117.0,5.33,5.28,3.28
0.7,b'Very Good',b'G',b'SI2',63.2,57.0,2117.0,5.7,5.66,3.59
0.7,b'Fair',b'G',b'SI2',65.2,56.0,2117.0,5.63,5.54,3.64
1.0,b'Fair',b'J',b'SI2',69.9,61.0,2117.0,6.13,5.86,4.23
0.7,b'Fair',b'I',b'VVS2',64.7,55.0,2117.0,5.62,5.51,3.6
0.56,b'Ideal',b'H',b'VVS2',61.8,56.0,2118.0,5.28,5.33,3.28
0.56,b'Ideal',b'F',b'VVS2',61.0,56.0,2119.0,5.33,5.35,3.26
0.55,b'Ideal',b'F',b'VS1',60.5,57.0,2119.0,5.3,5.34,3.22
0.55,b'Ideal',b'F',b'VS1',61.8,55.0,2119.0,5.28,5.3,3.27
0.55,b'Ideal',b'D',b'VS1',61.8,55.0,2119.0,5.29,5.32,3.28
0.76,b'Very Good',b'I',b'SI1',62.0,58.0,2120.0,5.84,5.9,3.64
0.55,b'Ideal',b'H',b'IF',61.5,55.0,2120.0,5.25,5.29,3.25
0.55,b'Ideal',b'H',b'IF',61.9,56.0,2120.0,5.26,5.34,3.26
0.61,b'Good',b'F',b'VS1',60.6,60.3,2120.0,5.46,5.51,3.32
0.71,b'Good',b'E',b'SI2',58.8,63.0,2120.0,5.75,5.88,3.42
0.7,b'Fair',b'G',b'SI1',56.6,61.0,2120.0,5.86,5.95,3.34
0.5,b'Very Good',b'F',b'VVS1',62.2,57.0,2121.0,5.03,5.07,3.14
0.73,b'Ideal',b'J',b'VS1',62.0,53.0,2121.0,5.78,5.82,3.6
0.7,b'Good',b'F',b'SI1',63.8,58.0,2121.0,5.56,5.67,3.58
0.7,b'Good',b'G',b'SI1',64.0,57.0,2121.0,5.63,5.58,3.59
0.7,b'Fair',b'F',b'SI1',66.0,56.0,2121.0,5.59,5.56,3.68
0.8,b'Ideal',b'H',b'SI2',62.4,57.0,2122.0,5.91,5.83,3.66
0.5,b'Very Good',b'F',b'VVS1',61.1,55.0,2122.0,5.14,5.18,3.15
0.75,b'Premium',b'I',b'SI1',62.5,58.0,2122.0,5.77,5.82,3.62
0.73,b'Ideal',b'I',b'SI1',62.0,56.0,2122.0,5.75,5.8,3.58
0.57,b'Ideal',b'D',b'VS1',61.5,54.0,2122.0,5.36,5.38,3.3
0.71,b'Ideal',b'H',b'SI2',61.5,56.0,2122.0,5.71,5.74,3.52
0.71,b'Ideal',b'H',b'SI2',62.1,57.0,2122.0,5.68,5.76,3.55
0.61,b'Very Good',b'H',b'VS1',60.1,56.0,2123.0,5.55,5.59,3.35
0.72,b'Very Good',b'J',b'SI1',57.6,63.0,2123.0,5.89,5.95,3.41
0.71,b'Very Good',b'E',b'SI2',62.1,57.0,2123.0,5.71,5.76,3.56
0.54,b'Ideal',b'G',b'VVS1',61.8,55.0,2123.0,5.24,5.27,3.25
0.54,b'Very Good',b'G',b'VVS1',60.7,56.0,2123.0,5.25,5.3,3.2
0.54,b'Ideal',b'G',b'VVS1',62.2,56.0,2123.0,5.2,5.22,3.24
0.71,b'Very Good',b'D',b'SI2',59.7,60.0,2123.0,5.79,5.84,3.47
0.52,b'Ideal',b'F',b'VS1',61.3,56.0,2123.0,5.19,5.22,3.19
0.59,b'Premium',b'F',b'SI1',62.2,60.0,2124.0,5.37,5.33,3.33
0.59,b'Very Good',b'F',b'SI1',63.1,57.0,2124.0,5.39,5.36,3.39
0.61,b'Good',b'E',b'VS2',60.8,59.0,2124.0,5.41,5.48,3.31
0.6,b'Premium',b'E',b'VS2',59.3,60.0,2124.0,5.51,5.46,3.25
0.6,b'Ideal',b'D',b'VS2',60.4,57.0,2125.0,5.53,5.49,3.33
0.78,b'Very Good',b'H',b'SI2',62.9,55.0,2125.0,5.83,5.87,3.68
0.59,b'Ideal',b'G',b'VVS2',62.7,56.0,2125.0,5.33,5.36,3.35
0.59,b'Ideal',b'G',b'VVS2',62.6,57.0,2125.0,5.33,5.37,3.35
0.71,b'Good',b'F',b'SI1',64.3,57.0,2125.0,5.62,5.55,3.59
0.72,b'Very Good',b'E',b'SI2',59.4,63.0,2125.0,5.87,5.82,3.47
0.72,b'Fair',b'E',b'SI2',68.4,64.0,2125.0,5.38,5.32,3.66
0.72,b'Premium',b'E',b'SI2',61.7,58.0,2125.0,5.79,5.74,3.56
0.7,b'Fair',b'E',b'SI1',65.1,56.0,2125.0,5.49,5.41,3.55
0.72,b'Very Good',b'F',b'SI2',58.5,60.0,2126.0,5.86,5.93,3.45
0.63,b'Very Good',b'H',b'VVS1',62.0,57.0,2127.0,5.47,5.5,3.4
0.7,b'Good',b'F',b'SI1',63.1,56.0,2127.0,5.63,5.66,3.56
0.71,b'Premium',b'I',b'VS2',62.7,59.0,2127.0,5.66,5.69,3.56
0.54,b'Very Good',b'G',b'IF',62.5,58.0,2128.0,5.19,5.27,3.27
0.7,b'Very Good',b'I',b'VS1',63.1,54.0,2129.0,5.61,5.67,3.56
0.77,b'Very Good',b'H',b'SI2',63.6,58.0,2129.0,5.77,5.81,3.68
0.71,b'Very Good',b'F',b'SI2',59.5,58.0,2129.0,5.82,5.87,3.48
0.59,b'Ideal',b'G',b'VS1',61.3,55.0,2129.0,5.42,5.44,3.33
0.55,b'Ideal',b'G',b'VVS2',62.5,56.0,2129.0,5.25,5.22,3.27
0.55,b'Ideal',b'G',b'VVS2',62.0,57.0,2129.0,5.26,5.22,3.25
0.55,b'Ideal',b'G',b'VVS2',61.9,56.0,2129.0,5.27,5.23,3.25
0.77,b'Premium',b'G',b'SI2',61.3,58.0,2129.0,5.94,5.88,3.62
0.91,b'Fair',b'I',b'SI2',65.0,58.0,2129.0,6.05,6.02,3.92
0.81,b'Premium',b'J',b'VS2',60.6,60.0,2129.0,6.04,6.0,3.65
0.71,b'Good',b'F',b'SI2',64.1,60.0,2130.0,0.0,0.0,0.0
0.71,b'Good',b'F',b'SI2',64.1,60.0,2130.0,0.0,0.0,0.0
0.6,b'Very Good',b'G',b'VVS2',62.2,56.0,2130.0,5.39,5.42,3.36
0.78,b'Very Good',b'I',b'SI2',60.6,60.0,2130.0,5.91,5.93,3.59
0.67,b'Very Good',b'G',b'VS2',59.4,59.4,2131.0,5.71,5.8,3.41
0.67,b'Very Good',b'G',b'VS2',61.7,59.7,2131.0,5.56,5.61,3.45
0.7,b'Very Good',b'F',b'SI2',62.9,56.0,2131.0,5.68,5.71,3.58
0.53,b'Ideal',b'F',b'VVS2',61.6,55.0,2131.0,5.21,5.24,3.22
0.66,b'Ideal',b'H',b'VS1',61.0,57.0,2131.0,5.61,5.66,3.43
0.6,b'Ideal',b'G',b'VS1',61.6,56.0,2131.0,5.44,5.47,3.36
0.72,b'Ideal',b'H',b'SI2',61.5,56.0,2131.0,5.8,5.75,3.55
0.62,b'Good',b'F',b'VVS2',59.9,62.0,2131.0,5.51,5.53,3.3
0.67,b'Good',b'G',b'VS2',57.5,60.1,2131.0,5.78,5.83,3.34
0.71,b'Good',b'H',b'SI1',58.3,61.0,2131.0,5.84,5.79,3.39
0.72,b'Fair',b'I',b'VVS2',65.7,57.0,2131.0,5.56,5.64,3.68
0.64,b'Premium',b'F',b'VS2',62.2,55.0,2131.0,5.53,5.5,3.43
0.74,b'Premium',b'G',b'SI1',58.3,58.0,2131.0,5.97,5.93,3.47
0.59,b'Ideal',b'G',b'VVS2',61.0,57.0,2131.0,5.44,5.41,3.31
0.5,b'Very Good',b'E',b'VVS2',61.5,60.0,2132.0,5.04,5.08,3.11
0.78,b'Very Good',b'I',b'SI2',62.5,58.0,2132.0,5.82,5.89,3.66
0.58,b'Ideal',b'G',b'VVS2',61.9,57.0,2132.0,5.33,5.36,3.31
0.55,b'Ideal',b'G',b'VS1',62.2,54.0,2132.0,5.27,5.24,3.27
0.58,b'Ideal',b'G',b'VVS2',61.8,56.0,2133.0,5.35,5.36,3.31
0.83,b'Fair',b'H',b'SI2',65.1,59.0,2133.0,5.84,5.81,3.79
0.55,b'Ideal',b'D',b'VS2',61.7,55.0,2133.0,5.27,5.29,3.26
0.55,b'Ideal',b'H',b'IF',61.7,55.0,2133.0,5.27,5.29,3.26
0.71,b'Very Good',b'F',b'SI2',59.2,60.0,2134.0,5.85,5.91,3.48
0.65,b'Premium',b'D',b'SI1',60.5,58.0,2134.0,5.61,5.57,3.38
1.04,b'Fair',b'F',b'I1',65.4,60.0,2134.0,6.39,6.3,4.15
0.7,b'Very Good',b'H',b'SI2',62.0,59.0,2135.0,5.68,5.7,3.53
0.58,b'Ideal',b'G',b'VVS2',61.6,56.0,2135.0,5.37,5.4,3.31
0.7,b'Premium',b'E',b'SI2',62.0,55.0,2135.0,5.65,5.61,3.49
0.7,b'Premium',b'E',b'SI2',59.8,61.0,2135.0,5.76,5.74,3.44
0.56,b'Ideal',b'H',b'IF',61.3,56.0,2135.0,5.32,5.35,3.27
0.53,b'Very Good',b'G',b'VVS1',58.9,60.0,2136.0,5.23,5.3,3.1
0.72,b'Very Good',b'J',b'VS1',62.3,57.0,2136.0,5.73,5.77,3.58
0.7,b'Very Good',b'I',b'SI1',62.2,58.0,2136.0,5.63,5.66,3.51
0.72,b'Ideal',b'J',b'VVS2',60.9,58.0,2136.0,5.74,5.78,3.51
0.71,b'Ideal',b'G',b'SI1',61.4,57.0,2136.0,5.76,5.8,3.55
0.71,b'Very Good',b'G',b'VS2',63.5,59.0,2137.0,5.67,5.63,3.59
0.71,b'Very Good',b'I',b'VVS2',61.9,58.0,2137.0,5.72,5.75,3.55
0.7,b'Very Good',b'H',b'VS2',63.2,57.0,2137.0,5.58,5.62,3.54
0.71,b'Very Good',b'G',b'SI1',63.2,58.0,2137.0,5.58,5.68,3.56
0.71,b'Premium',b'F',b'SI2',60.2,60.0,2137.0,5.8,5.77,3.48
0.52,b'Ideal',b'F',b'VVS2',60.6,56.0,2137.0,5.22,5.24,3.17
0.6,b'Ideal',b'E',b'VS2',62.3,53.8,2137.0,5.41,5.45,3.38
0.53,b'Ideal',b'G',b'IF',62.7,56.0,2137.0,5.23,5.13,3.25
0.7,b'Good',b'H',b'VS2',64.1,58.0,2137.0,5.51,5.57,3.55
0.7,b'Good',b'H',b'VS2',64.5,57.0,2137.0,5.53,5.57,3.58
0.7,b'Good',b'G',b'SI1',64.6,59.0,2137.0,5.49,5.54,3.56
0.74,b'Very Good',b'H',b'SI2',63.1,55.0,2138.0,5.72,5.78,3.63
0.71,b'Very Good',b'F',b'SI2',60.5,62.0,2138.0,5.75,5.79,3.49
0.7,b'Very Good',b'H',b'VS2',61.4,54.0,2138.0,5.77,5.66,3.51
0.51,b'Ideal',b'F',b'VVS2',60.3,56.0,2138.0,5.2,5.23,3.15
0.52,b'Ideal',b'F',b'VS1',61.5,56.0,2138.0,5.19,5.22,3.2
0.7,b'Ideal',b'H',b'SI1',61.2,58.0,2138.0,5.74,5.77,3.52
0.9,b'Fair',b'E',b'I1',59.9,66.0,2138.0,6.18,6.14,3.69
0.66,b'Good',b'F',b'VS2',64.1,56.0,2138.0,5.5,5.46,3.51
0.7,b'Ideal',b'F',b'SI2',62.8,55.0,2138.0,5.68,5.65,3.56
0.9,b'Fair',b'H',b'SI2',64.4,59.0,2138.0,6.03,5.99,3.87
0.72,b'Ideal',b'J',b'VVS1',62.4,58.0,2139.0,5.71,5.76,3.58
0.72,b'Ideal',b'G',b'SI2',62.1,59.0,2139.0,5.71,5.76,3.56
0.66,b'Good',b'G',b'VS1',61.6,61.0,2139.0,5.56,5.63,3.43
0.46,b'Good',b'D',b'IF',58.6,59.0,2139.0,5.06,5.11,2.98
0.32,b'Ideal',b'F',b'SI2',62.6,56.0,540.0,4.41,4.37,2.75
0.32,b'Very Good',b'F',b'SI2',63.1,56.0,540.0,4.38,4.34,2.75
0.3,b'Ideal',b'I',b'VS2',62.6,56.0,540.0,4.31,4.29,2.69
0.3,b'Very Good',b'H',b'SI1',59.4,63.0,540.0,4.4,4.35,2.6
0.3,b'Good',b'H',b'SI1',63.9,55.0,540.0,4.27,4.24,2.72
0.3,b'Premium',b'H',b'SI1',61.3,61.0,540.0,4.27,4.25,2.61
0.3,b'Premium',b'H',b'SI1',62.9,56.0,540.0,4.31,4.28,2.7
0.3,b'Premium',b'E',b'SI2',61.9,58.0,540.0,4.31,4.28,2.66
0.32,b'Ideal',b'J',b'VS1',61.3,57.0,540.0,4.43,4.41,2.71
0.32,b'Premium',b'J',b'VS1',60.6,59.0,540.0,4.46,4.42,2.69
0.32,b'Premium',b'J',b'VS1',61.9,58.0,540.0,4.39,4.33,2.7
0.32,b'Premium',b'J',b'VS1',61.7,58.0,540.0,4.4,4.38,2.71
0.32,b'Premium',b'I',b'SI1',61.6,61.0,540.0,4.4,4.36,2.7
0.32,b'Premium',b'I',b'SI1',61.1,59.0,540.0,4.42,4.38,2.69
0.32,b'Premium',b'I',b'SI1',59.9,61.0,540.0,4.47,4.44,2.67
0.32,b'Very Good',b'I',b'SI1',63.5,57.0,540.0,4.33,4.3,2.74
0.32,b'Premium',b'G',b'SI2',61.0,59.0,540.0,4.42,4.36,2.68
0.32,b'Premium',b'G',b'SI2',62.3,58.0,540.0,4.42,4.37,2.74
0.32,b'Very Good',b'G',b'SI2',63.4,55.0,540.0,4.35,4.32,2.75
0.32,b'Premium',b'G',b'SI2',62.7,58.0,540.0,4.39,4.35,2.74
0.32,b'Ideal',b'G',b'SI2',62.5,57.0,540.0,4.38,4.35,2.73
0.32,b'Premium',b'F',b'SI2',59.7,59.0,540.0,4.48,4.43,2.66
0.32,b'Good',b'F',b'SI2',63.8,55.0,540.0,4.35,4.34,2.77
0.3,b'Ideal',b'H',b'SI1',62.6,55.0,540.0,4.32,4.28,2.69
0.3,b'Premium',b'H',b'SI1',61.2,60.0,540.0,4.31,4.29,2.63
0.3,b'Premium',b'H',b'SI1',61.3,58.0,540.0,4.33,4.29,2.64
0.3,b'Premium',b'H',b'SI1',59.5,62.0,540.0,4.35,4.32,2.58
0.3,b'Premium',b'H',b'SI1',59.3,59.0,540.0,4.38,4.36,2.59
0.3,b'Premium',b'H',b'SI1',62.9,58.0,540.0,4.24,4.22,2.66
0.3,b'Premium',b'H',b'SI1',62.6,58.0,540.0,4.28,4.22,2.66
0.7,b'Premium',b'F',b'SI2',59.6,60.0,2139.0,5.77,5.71,3.42
0.59,b'Ideal',b'F',b'VS1',61.1,56.0,2140.0,5.43,5.47,3.33
0.82,b'Good',b'J',b'SI1',57.4,59.0,2140.0,6.25,6.19,3.57
0.82,b'Good',b'J',b'SI1',57.5,62.0,2140.0,6.25,6.2,3.58
0.71,b'Very Good',b'H',b'SI2',61.8,58.0,2141.0,5.67,5.73,3.52
0.7,b'Very Good',b'G',b'SI2',60.7,58.0,2141.0,5.74,5.76,3.49
0.7,b'Very Good',b'G',b'SI2',60.7,58.0,2141.0,5.74,5.8,3.5
0.7,b'Very Good',b'G',b'SI2',61.7,60.0,2141.0,5.67,5.7,3.51
0.71,b'Very Good',b'I',b'SI1',61.8,56.0,2141.0,5.73,5.76,3.55
0.71,b'Very Good',b'I',b'SI1',61.5,58.0,2141.0,5.67,5.72,3.5
0.71,b'Very Good',b'I',b'SI1',58.9,59.0,2141.0,5.78,5.84,3.42
0.71,b'Very Good',b'H',b'SI1',64.0,58.0,2141.0,5.57,5.61,3.58
0.71,b'Ideal',b'I',b'VS2',61.0,58.0,2141.0,5.77,5.81,3.53
0.6,b'Ideal',b'E',b'VS2',60.6,56.0,2141.0,5.47,5.52,3.33
0.62,b'Ideal',b'G',b'VS1',61.8,57.0,2141.0,5.47,5.5,3.39
0.6,b'Very Good',b'H',b'VVS1',61.5,56.0,2142.0,5.43,5.46,3.35
0.75,b'Premium',b'I',b'SI1',62.7,61.0,2142.0,5.75,5.71,3.59
0.7,b'Ideal',b'I',b'VS1',63.1,54.0,2142.0,5.61,5.67,3.56
0.7,b'Ideal',b'I',b'VS1',63.0,54.0,2142.0,5.63,5.7,3.57
0.7,b'Good',b'I',b'SI1',63.8,57.0,2142.0,5.66,5.63,3.6
0.7,b'Ideal',b'H',b'SI2',59.9,57.0,2142.0,5.77,5.74,3.45
0.7,b'Good',b'I',b'SI1',63.6,61.0,2142.0,5.63,5.59,3.57
0.7,b'Good',b'I',b'SI1',64.3,57.0,2142.0,5.63,5.59,3.61
0.6,b'Premium',b'F',b'VS1',59.4,58.0,2142.0,5.52,5.45,3.26
0.6,b'Ideal',b'F',b'VS1',62.9,57.0,2142.0,5.35,5.31,3.35
0.7,b'Premium',b'H',b'SI2',62.8,59.0,2142.0,5.65,5.62,3.54
0.6,b'Ideal',b'F',b'VVS2',63.0,55.0,2143.0,5.39,5.37,3.39
0.9,b'Good',b'F',b'I1',64.3,58.0,2143.0,6.09,6.05,3.9
0.53,b'Ideal',b'E',b'VS1',61.4,56.0,2143.0,5.21,5.25,3.21
0.53,b'Ideal',b'E',b'VS1',60.1,57.0,2143.0,5.25,5.31,3.17
0.76,b'Ideal',b'G',b'SI2',62.1,54.0,2143.0,5.88,5.84,3.64
0.72,b'Very Good',b'J',b'VVS2',63.0,59.0,2144.0,5.7,5.72,3.6
0.73,b'Good',b'I',b'VS2',63.7,58.0,2144.0,5.69,5.64,3.61
0.52,b'Fair',b'F',b'IF',64.6,58.0,2144.0,5.04,5.17,3.3
0.72,b'Premium',b'H',b'SI2',61.8,56.0,2144.0,5.79,5.73,3.56
0.56,b'Ideal',b'E',b'VS1',61.9,57.0,2145.0,5.31,5.29,3.28
0.59,b'Very Good',b'E',b'VS2',59.4,63.0,2145.0,5.42,5.46,3.23
0.71,b'Ideal',b'I',b'VVS2',61.6,56.0,2145.0,5.72,5.8,3.56
0.7,b'Very Good',b'H',b'VS1',62.2,57.0,2145.0,5.67,5.72,3.54
0.7,b'Very Good',b'H',b'VS1',62.4,57.0,2145.0,5.64,5.7,3.54
0.51,b'Ideal',b'D',b'VVS2',62.0,55.0,2145.0,5.13,5.16,3.19
0.5,b'Ideal',b'F',b'VVS1',62.6,53.1,2145.0,5.08,5.11,3.19
0.71,b'Good',b'I',b'VS2',61.1,60.6,2145.0,5.71,5.74,3.49
0.51,b'Very Good',b'E',b'VVS2',62.8,57.0,2146.0,5.06,5.1,3.19
0.52,b'Ideal',b'D',b'VS1',60.4,56.0,2146.0,5.24,5.26,3.17
0.51,b'Ideal',b'G',b'IF',62.9,58.0,2146.0,5.07,5.11,3.2
0.55,b'Very Good',b'F',b'VVS2',62.4,59.0,2147.0,5.2,5.22,3.25
0.62,b'Very Good',b'E',b'VS1',60.1,56.0,2147.0,5.56,5.58,3.35
0.71,b'Very Good',b'F',b'SI2',62.8,58.0,2147.0,5.63,5.7,3.56
0.7,b'Very Good',b'I',b'SI1',63.0,56.0,2147.0,5.61,5.66,3.55
0.7,b'Very Good',b'I',b'SI1',62.2,55.0,2147.0,5.62,5.67,3.51
0.53,b'Premium',b'D',b'VS1',60.0,61.0,2147.0,5.3,5.26,3.17
0.71,b'Very Good',b'G',b'SI1',63.2,58.0,2147.0,5.68,5.65,3.58
0.61,b'Ideal',b'D',b'VS2',61.0,57.0,2147.0,5.45,5.47,3.33
0.6,b'Ideal',b'G',b'VS1',61.2,56.0,2147.0,5.43,5.47,3.33
0.6,b'Ideal',b'G',b'VS1',61.1,57.0,2147.0,5.41,5.45,3.32
0.6,b'Ideal',b'G',b'VS1',62.5,56.0,2147.0,5.37,5.41,3.36
0.77,b'Ideal',b'J',b'SI1',61.6,55.0,2147.0,5.87,5.93,3.63
0.71,b'Premium',b'G',b'SI2',60.6,59.0,2147.0,5.78,5.74,3.49
0.57,b'Ideal',b'G',b'VVS2',61.9,56.0,2147.0,5.3,5.29,3.28
0.53,b'Premium',b'D',b'VS1',59.2,60.0,2147.0,5.37,5.31,3.16
0.71,b'Premium',b'G',b'SI2',62.7,60.0,2147.0,5.69,5.63,3.55
0.73,b'Fair',b'D',b'SI2',65.5,60.0,2147.0,5.64,5.54,3.66
0.5,b'Very Good',b'E',b'VVS1',62.1,56.0,2148.0,5.06,5.11,3.16
0.56,b'Ideal',b'G',b'VVS2',62.6,53.0,2148.0,5.27,5.31,3.31
0.76,b'Premium',b'J',b'VS1',61.1,58.0,2148.0,5.85,5.91,3.59
0.72,b'Premium',b'I',b'SI1',61.5,59.0,2148.0,5.73,5.78,3.54
0.63,b'Very Good',b'F',b'VS1',59.2,57.0,2149.0,5.56,5.66,3.32
0.71,b'Fair',b'F',b'SI1',57.0,62.0,2149.0,5.84,5.87,3.34
0.72,b'Ideal',b'J',b'VVS2',61.5,57.0,2150.0,5.74,5.77,3.54
0.7,b'Premium',b'J',b'IF',60.5,59.0,2150.0,5.67,5.73,3.45
0.7,b'Premium',b'G',b'SI1',63.0,59.0,2150.0,5.64,5.6,3.54
0.7,b'Fair',b'G',b'SI1',63.1,57.0,2150.0,5.64,5.58,3.54
0.7,b'Good',b'G',b'SI1',63.7,60.0,2150.0,5.57,5.51,3.53
0.7,b'Good',b'E',b'SI1',57.8,62.0,2150.0,5.79,5.84,3.36
0.71,b'Fair',b'D',b'SI1',64.6,60.0,2151.0,5.55,5.6,3.6
0.7,b'Fair',b'H',b'VS1',64.9,56.0,2152.0,5.68,5.56,3.65
